,city,latitude,longitude,temperature,max temperature,wind speed,cloudiness,humidity
101,Deoli,25.75,75.3833,72.48,72.48,8.32,0,57
102,Mount Gambier,-37.8333,140.7667,51.71,51.71,8.05,75,93
103,Mórrope,-6.5417,-80.0111,71.71,71.71,14.74,84,62
104,Almaznyy,48.0448,40.045,51.94,51.94,10.6,9,79
105,Novopskov,49.5464,39.0899,55.09,55.09,7.49,85,70
106,Hasaki,35.7333,140.8333,49.87,50.4,19.37,100,67
107,Cusset,46.13,3.4596,46.4,46.74,2.62,1,66
108,Sikonge,-5.6333,32.7667,81.21,81.21,2.95,91,32
109,Tombouctou,20,-3,85.41,85.41,6.85,0,18
110,Inhambane,-23.865,35.3833,73,73.38,20,40,68
111,Port Hedland,-20.3167,118.5667,73.45,73.45,4.61,33,53
112,Tuktoyaktuk,69.4541,-133.0374,24.8,24.8,5.75,90,93
113,Itarema,-2.9248,-39.9167,87.03,87.03,15.46,92,60
114,Yacuiba,-22.038,-63.6797,95.77,95.77,11.5,10,41
115,Alyangula,-13.8483,136.4192,82.27,82.27,10.36,40,83
116,Talaya,61.3833,152.75,-5.49,-5.49,0.63,99,85
118,Aklavik,68.2191,-135.0107,34.63,34.63,10.27,99,87
119,Yerofey Pavlovich,53.9667,121.9667,30.51,30.51,3.42,66,84
120,Celestún,20.8667,-90.4,83.8,83.8,7.4,97,64
121,Muros,42.7762,-9.0603,60.31,61.09,12.21,1,69
122,Sinegor'ye,62.0788,150.477,0.5,0.5,0.31,100,93
123,Bambous Virieux,-20.3428,57.7575,75.45,76.21,8.05,75,78
124,Joquicingo,19.05,-99.4667,60.19,60.19,4.05,100,62
125,Vestmannaeyjar,63.4427,-20.2734,43.79,43.79,29.93,90,93
126,Gamba,-2.65,10,77.14,77.14,6.6,95,86
127,Bedēsa,8.9,40.7833,66.34,66.34,6.64,99,46
128,George Town,5.4112,100.3354,78.96,79.9,3,40,89
129,Hualmay,-11.0964,-77.6139,69.22,69.22,11.92,36,68
130,Moerai,-22.4333,-151.3333,72.03,72.03,9.53,57,73
131,Krasnosel'kup,65.7,82.4667,33.06,33.06,15.3,100,99
132,Hithadhoo,-0.6,73.0833,81.07,81.07,7.23,30,76
133,Barrow,71.2906,-156.7887,28.42,28.42,0,90,86
134,Las Varas,21.1667,-105.1667,88.59,88.59,5.88,47,67
135,Khatanga,71.9667,102.5,-2.94,-2.94,4.72,67,100
136,Tasiilaq,65.6145,-37.6368,31.15,31.15,11.81,100,81
138,Coyaima,3.7994,-75.1947,85.28,85.28,4.81,99,59
139,Carnarvon,-24.8667,113.6333,68.07,68.07,13.8,0,77
140,Cairns,-16.9167,145.7667,77.43,78.75,8.05,75,89
141,Tuatapere,-46.1333,167.6833,47.97,47.97,4.14,100,80
142,San Ramon,37.7799,-121.978,57,60.87,1.01,90,91
143,Mar del Plata,-38.0023,-57.5575,57.07,58.08,1.99,90,90
144,Gejiu,23.306,103.1635,42.89,42.89,2.37,100,96
146,Vao,-22.6667,167.4833,72.25,72.25,6.55,0,80
148,Robertsport,6.7533,-11.3686,79.79,79.79,10.96,97,81
149,Altay,47.8667,88.1167,37.15,37.15,3.27,79,66
150,Fairbanks,64.8378,-147.7164,24.42,28.6,0,90,87
151,Castro,-24.7911,-50.0119,73.89,73.89,2.1,0,41
152,Stokmarknes,68.5646,14.9108,35.91,37.36,11.5,0,51
153,Kanigoro,-8.13,112.219,73.87,73.87,3.53,98,94
154,Ribeira Grande,38.5167,-28.7,70.2,70.2,8.05,20,78
155,Saint Paul Harbor,57.79,-152.4072,39.65,39.65,17.13,100,72
156,Katsuura,35.1333,140.3,54.48,55.51,17.25,100,81
157,Gornyak,50.9942,81.4661,37,37,11.74,53,63
158,Bilibino,68.0546,166.4372,-4.11,-4.11,1.54,100,100
159,Bengkulu,-3.8004,102.2655,75.88,75.88,3.87,100,89
160,Vardø,70.3705,31.1107,33.78,33.78,16.11,40,69
161,Nieuw Amsterdam,5.8833,-55.0833,91.42,91.42,4.61,40,55
162,Aljezur,37.3191,-8.8033,63.03,63.03,11.99,0,77
163,Dikson,73.5069,80.5464,16.79,16.79,14.07,100,82
165,Saint George,37.1041,-113.5841,67.68,75.67,1.01,49,33
166,Batemans Bay,-35.7167,150.1833,57.04,57.09,3.4,11,94
167,Benjamín Aceval,-24.9667,-57.5667,91.54,91.6,3.71,20,48
169,Kwekwe,-18.9281,29.8149,81.43,81.43,2.8,94,27
170,Saldanha,-33.0117,17.9442,60.85,60.85,22.79,100,78
172,Benguela,-12.5763,13.4055,76.37,76.37,12.28,82,74
173,Bud,39.447,-86.1758,50.81,53.69,5.7,100,95
174,Baturaja,-4.1333,104.1667,74.03,74.03,1.68,93,96
175,Klaksvík,62.2266,-6.589,40.12,40.12,7.34,66,59
176,Longyearbyen,78.2186,15.6401,19.24,19.24,6.91,75,79
177,Tessalit,20.1986,1.0114,90.82,90.82,10.11,3,17
178,Kayan,16.9056,96.5631,80.74,80.74,0.92,97,91
179,Marzuq,14.4,46.4667,75.9,75.9,5.82,21,54
180,Ancud,-41.8697,-73.8203,53.13,53.13,13.96,23,58
181,Kavieng,-2.5744,150.7967,80.24,80.24,8.52,99,79
182,Cabo San Lucas,22.8909,-109.9124,86.58,88.61,5.55,0,70
183,Caloundra,-26.8,153.1333,69.35,70.9,7,34,95
184,Onguday,50.75,86.15,38.3,38.3,3.69,100,90
185,Qasigiannguit,68.8193,-51.1922,5.63,5.63,2.73,0,81
186,Wamba,8.9333,8.6,75.36,75.36,3.36,60,88
187,Buritizeiro,-17.3511,-44.9622,88.11,88.11,7.56,57,39
188,Marawi,7.9986,124.2928,68.65,68.65,0.78,94,95
189,Thompson,55.7435,-97.8558,32.16,32.16,6.91,90,86
192,Yumen,40.2833,97.2,42.1,42.1,9.01,2,34
193,Aldan,58.6031,125.3894,30.42,30.42,7.72,98,89
194,Mogadishu,2.0371,45.3438,79.79,79.79,10.07,59,79
196,Lompoc,34.6391,-120.4579,64.81,69.85,0,1,79
197,Sioux Lookout,50.1001,-91.917,39.27,39.27,4.61,75,81
198,The Pas,53.8251,-101.2541,32.02,32.02,2.3,90,93
200,Port Elizabeth,-33.918,25.5701,61.09,62.1,5.75,0,72
201,Narwar,25.65,77.9,70.74,70.74,4.99,0,61
202,San Joaquin,37.9333,-121.3011,58.98,61.29,4.61,90,94
203,Bani Walid,31.7566,13.9942,79.18,79.18,6.55,15,31
204,Pemangkat,1.1667,108.9667,76.57,76.57,3.06,100,86
205,Te Anau,-45.4167,167.7167,44.85,44.85,1.16,100,94
206,Bell Ville,-32.6259,-62.6887,81.39,81.39,6.64,100,33
207,Constitución,-35.3333,-72.4167,58.96,58.96,18.59,0,56
208,Kisangani,0.5167,25.2,69.64,69.64,0.22,75,95
209,Torbay,47.6666,-52.7314,54.68,55.89,17.27,40,67
210,Aasiaat,68.7098,-52.8699,10.85,10.85,4.88,51,88
211,Coolum Beach,-26.5333,153.1,71.08,71.11,6.26,44,94
212,Wagar,16.1525,36.2032,89.02,89.02,20.36,45,31
214,Kamennogorsk,60.9545,29.1339,39.38,40.01,13.38,100,96
215,Bilma,18.6853,12.9164,88.72,88.72,8.32,1,13
216,Kumul,42.8,93.45,56.98,56.98,1.14,0,22
217,Yellowknife,62.456,-114.3525,40.75,42.42,21.85,20,73
218,Provideniya,64.3833,-173.3,24.33,24.33,11.43,100,67
219,Palatka,29.6486,-81.6376,84.13,88.07,3.69,100,58
220,Jacareacanga,-6.2222,-57.7528,80.91,80.91,3.44,75,89
221,Racale,39.9631,18.0938,67.84,68.45,13.09,92,75
222,Mapimí,25.8167,-103.85,75.16,75.16,6.02,3,51
223,Westport,41.1415,-73.3579,68.95,71.91,1.99,28,61
224,Kichera,55.9375,110.0997,29.62,29.62,3.8,34,74
225,Bethel,41.3712,-73.414,67.37,70.84,9.13,31,65
226,Tiksi,71.6872,128.8694,2.86,2.86,1.74,100,95
227,Orlik,52.5178,99.825,27.64,27.64,2.48,41,58
228,Chingola,-12.529,27.8838,76.3,76.3,2.93,70,36
230,Baza,37.4907,-2.7726,61.41,61.41,1.68,59,45
231,Kibangay,8.0497,124.8931,63.21,63.21,1.12,100,96
233,Alexandria,31.2156,29.9553,73.36,73.36,11.5,40,64
234,San Quintín,30.4833,-115.95,69.21,69.21,13.65,1,68
235,Kosh-Agach,50,88.6667,31.21,31.21,0.45,100,58
236,Salym,60.0625,71.4789,34.03,34.03,10.56,99,96
237,Adelaide,-34.9333,138.6,54.25,56.68,5.75,75,83
238,Moussoro,13.6408,16.4901,94.69,94.69,8.63,12,15
239,Sorbhog,26.5,90.8667,69.85,69.85,2.68,5,83
240,Florø,61.5996,5.0328,44.1,44.56,17.27,75,70
241,Airai,-8.9266,125.4092,62.69,62.69,2.68,88,76
242,Pacific Grove,36.6177,-121.9166,57.36,60.76,1.01,75,92
243,Manggar,-2.8833,108.2667,80.08,80.08,0.25,88,76
244,Dudinka,69.4058,86.1778,13.89,13.89,8.59,85,95
245,Coromandel,-18.4733,-47.2003,86.04,86.04,9.44,18,28
246,Moyale,3.5167,39.0584,74.16,74.16,3.96,87,55
248,Kavaratti,10.5669,72.642,82.11,82.11,2.73,30,76
249,Zhangjiakou,40.81,114.8794,40.01,40.01,2.68,0,42
250,Alice Springs,-23.7,133.8833,78.35,78.35,10.36,0,21
251,Christchurch,-43.5333,172.6333,51.1,52.92,1.99,75,74
252,Hirara,24.8,125.2833,75.25,75.25,26.26,100,63
253,Bonavista,48.6499,-53.1147,55.4,55.4,4.52,39,64
254,Bahía Blanca,-38.7196,-62.2724,64.31,64.31,14.36,97,39
255,Portland,45.5234,-122.6762,52.5,55.09,1.01,90,93
257,Fortuna,40.5982,-124.1573,58.24,59.99,1.01,75,70
258,Atuona,-9.8,-139.0333,77.34,77.34,19.57,27,79
259,Esperance,-33.8667,121.9,48.04,48.04,5.82,44,75
260,Ostrovnoy,68.0531,39.5131,34.32,34.32,26.11,100,65
261,Tocopilla,-22.092,-70.1979,65.7,65.7,8.86,11,64
262,Norman Wells,65.282,-126.8329,41.04,41.04,16.11,75,70
263,Cidreira,-30.1811,-50.2056,70.32,70.32,9.6,0,66
264,Port Moresby,-9.4431,147.1797,75.2,75.2,3.36,84,86
265,Charlestown,-32.95,151.6667,57.09,60.42,2.44,2,97
266,Colac,-38.3333,143.5833,51.19,52.63,4.79,100,98
267,Yar-Sale,66.8333,70.8333,28.11,28.11,6.15,100,97
269,Lüderitz,-26.6481,15.1594,57.65,57.65,6.02,0,86
270,Rodolfo Sánchez Taboada,31.7167,-116.5667,66.09,76.19,1.99,3,81
271,Pangody,65.85,74.4859,27.28,27.28,2.75,98,97
272,Kangaatsiaq,68.3065,-53.4641,23.88,23.88,6.11,53,74
273,Pisco,-13.7,-76.2167,66.25,67.01,9.22,0,72
274,Lorengau,-2.0226,147.2712,80.33,80.33,9.19,96,80
275,Lebu,-37.6167,-73.65,54.36,54.36,19.04,54,65
276,Sinnamary,5.3833,-52.95,81.01,81.01,9.93,96,85
277,Pontiac,42.6389,-83.2911,48.43,51.17,10.36,75,60
278,Nome,64.5011,-165.4064,32.16,33.12,10.98,100,78
279,Jackson,42.4165,-122.8345,52.45,54.55,1.01,99,90
280,Taoudenni,22.6783,-3.9836,84.49,84.49,3.09,0,20
281,Faanui,-16.4833,-151.75,77.92,77.92,8.46,18,79
282,Chokurdakh,70.6333,147.9167,-14.87,-14.87,2.3,97,99
283,Mutsu,41.2894,141.2169,44.01,44.01,6.24,73,71
284,Lata,40.1629,-8.3327,60.94,64.04,4.5,0,64
285,Ilulissat,69.2167,-51.1,4.69,4.69,4.7,2,78
286,Hong Kong,22.2855,114.1577,66.79,68.25,1.99,99,76
287,Loíza,18.4313,-65.8802,86.5,88.81,15.37,51,64
288,Aleksandrov Gay,50.147,48.5704,55.71,55.71,16.42,7,54
289,Monrovia,6.3005,-10.7969,80.37,80.37,9.31,96,88
290,Djebeniana,35.035,10.9081,75,75,8.23,63,76
291,Cockburn Town,21.4612,-71.1419,84.16,84.16,11.5,40,74
292,Zimapan,20.75,-99.35,67.19,67.19,5.77,99,62
293,Yankton,42.8711,-97.3973,43.05,49.12,14.97,90,87
294,Yulara,-25.2406,130.9889,75.04,75.04,17.27,0,29
295,Abnūb,27.2696,31.1511,77.22,77.22,9.75,4,39
296,Roald,62.5833,6.1333,45.36,47.91,21.85,75,66
297,Forsytheganj,52.6333,29.7333,46.29,46.29,12.06,36,58
298,Barcelos,41.5388,-8.6151,64.36,65.84,5.88,0,75
299,Maragogi,-9.0122,-35.2225,82.56,82.56,12.82,24,70
300,Derbent,42.0678,48.2899,57.49,57.49,0.69,0,69
301,Nemuro,43.3236,145.575,47.61,47.61,6.85,98,79
302,Avarua,-21.2078,-159.775,73.45,73.45,4.61,75,56
303,Mayor Pablo Lagerenza,-19.9309,-60.7718,102.27,102.27,10.96,44,24
304,Kalisz,51.7611,18.091,49.71,49.71,26.31,98,61
305,Sédhiou,12.7081,-15.5569,93.33,93.33,0.96,17,48
306,City of San Pedro,14.35,121.0167,80.19,81.1,4.61,20,79
307,Maceió,-9.6658,-35.7353,90.84,90.84,14.97,40,62
308,Shetpe,44.1667,52.1167,54.19,54.19,21.05,6,81
309,Mnogovershinnyy,53.9353,139.9242,25.25,25.25,6.04,100,90
310,Hamilton,39.1834,-84.5333,51.15,54.41,6.91,90,90
312,Ardakān,32.31,54.0175,62.98,62.98,7.36,0,30
313,Dzaoudzi,-12.7887,45.2699,76.89,76.89,6.91,0,83
315,Tomatlán,19.9333,-105.25,90.79,90.79,3.31,22,60
316,Cap Malheureux,-19.9842,57.6142,76.46,76.46,3,92,77
317,Freeport,40.6576,-73.5832,69.17,72.1,11.01,32,58
319,Ixtapa,20.7,-105.2,88.23,88.23,5.01,43,77
320,Kaitangata,-46.2817,169.8464,45.5,45.5,2.62,100,94
321,Kemijärvi,66.7131,27.4306,27.68,27.68,14.27,100,76
322,Husavik,66.0449,-17.3389,33.71,33.71,7.09,100,81
323,Verāval,20.9,70.3667,78.3,78.3,8.75,1,68
324,Copiapó,-27.3667,-70.3333,58.69,58.69,11.9,8,28
325,El Tigre,8.8875,-64.2454,85.82,85.82,11.23,87,56
326,Saint Anthony,45.0205,-93.218,46.06,49.28,1.01,100,59
327,Leh,34.1667,77.5833,39.4,39.4,8.57,85,39
328,Nipawin,53.3668,-104.0009,32.04,32.04,3.44,1,80
329,Port Hardy,50.6996,-127.4199,51.98,51.98,3.44,75,82
330,Kahului,20.8947,-156.47,76.82,78.84,8.99,14,79
331,Oussouye,12.485,-16.5469,89.69,95.18,9.69,25,60
332,Rochegda,62.8,43.25,37.51,37.51,7.56,37,91
333,Gua Musang,4.8823,101.9644,73.45,73.45,0.45,72,98
335,Pevek,69.7008,170.3133,13.35,13.35,8.48,100,93
336,Dingle,10.9995,122.6711,74.93,74.93,5.55,100,93
337,Port-Gentil,-0.7193,8.7815,80.56,80.56,11.5,75,78
338,Kuruman,-27.4524,23.4325,61,61,8.61,1,21
339,Maningrida,-12.0667,134.2667,81.41,81.41,3.78,88,73
340,Hambantota,6.1241,81.1185,79.95,79.95,11.39,35,83
341,Nara,34.6851,135.8049,54.99,60.08,7.72,59,53
342,Nitra,48.3076,18.0845,53.51,54.25,10.87,80,71
343,Parrita,9.5201,-84.3225,91.45,93.06,6.11,81,77
344,Mokhsogollokh,61.4681,128.9203,30.33,30.33,7.54,100,88
345,Flin Flon,54.7682,-101.865,30.04,30.04,5.75,90,86
346,Kungurtug,50.5994,97.5228,28.54,28.54,1.63,6,60
347,Reque,-6.8656,-79.8178,71.65,71.65,11.5,0,64
348,Sunnyside,46.3237,-120.0087,53.13,55,4.61,1,87
350,Bathsheba,13.2167,-59.5167,86.61,86.61,26.46,40,66
351,Homer,59.6425,-151.5483,37.29,38.05,4,100,91
352,Faya,18.3851,42.4509,68.52,68.52,11.34,4,26
353,Richards Bay,-28.783,32.0377,76.17,76.17,13.89,64,59
354,Nuuk,64.1835,-51.7216,31.87,31.87,34,0,44
355,Ørje,59.4802,11.6602,43.79,47.41,7.05,59,64
356,Derventa,44.9772,17.9103,53.51,54.9,3.29,100,97
357,Ulaangom,49.9811,92.0667,32.67,32.67,0.38,30,71
358,Deputatsky,69.3,139.9,-8.88,-8.88,1.23,95,99
359,Ţahţā,26.7693,31.5021,79.12,79.12,11.68,7,38
360,Haines Junction,60.7522,-137.5108,31.95,31.95,0,99,86
361,Mahabalipuram,12.6264,80.1722,86.05,86.05,6.71,57,74
362,Koutsouras,35.0339,25.9469,70.11,70.11,2.37,2,70
363,Romilly-sur-Seine,48.5108,3.7263,49.84,51.4,5.44,62,69
364,Sola,-13.8833,167.55,79.97,79.97,7.58,90,78
365,Liusha,27.2098,108.59,43.07,43.07,1.63,95,94
366,Ginir,7.1333,40.7,60.53,60.53,5.44,58,43
368,Agirish,61.9247,63.0231,33.44,33.44,8.52,100,98
370,Morro Bay,35.3658,-120.8499,66.07,70.21,3,98,80
371,Brazzaville,-4.2658,15.2832,84.56,84.56,5.75,20,70
372,São José da Coroa Grande,-8.8978,-35.1478,82.69,82.69,12.24,34,69
373,Talisayan,6.9872,121.9272,79.18,79.18,4.43,100,84
374,Fort Nelson,58.8053,-122.7002,38.79,38.79,6.91,90,81
375,Muli,2.9167,73.5667,82.54,82.54,9.93,23,70
376,Maridi,4.9158,29.4742,70.16,70.16,2.93,90,91
377,Adré,13.4667,22.2,83.05,83.05,10.45,99,24
378,Baraboo,43.4711,-89.7443,47.08,50.99,1.01,1,63
379,Gisborne,-38.6533,178.0042,44.94,44.94,4.59,90,87
380,Douglas,41.3,-96.167,51.8,57.15,3,40,72
381,George,-33.963,22.4617,65.75,65.75,9.22,0,55
382,Sur,22.5667,59.5289,82.13,82.13,2.26,1,69
384,Santa Vitória do Palmar,-33.5189,-53.3681,70.41,70.41,7.31,5,45
385,Hobyo,5.3505,48.5268,80.01,80.01,13.38,49,79
386,San Juan,-31.5375,-68.5364,79.29,79.29,20.24,0,24
387,Chiquimula,14.8,-89.55,85.96,87.03,0,40,51
388,Kuito,-12.3833,16.9333,63.12,63.12,3.6,99,86
389,Dali,25.7,100.1833,52.38,52.38,3.15,100,96
391,Kotma,23.2,81.9667,65.62,65.62,3.02,1,68
392,Japura,-0.3167,102.35,74.21,74.21,0.43,90,97
393,Nishihara,26.1842,127.7558,71.11,72.68,6.91,90,67
395,Ngerengere,-6.75,38.1167,75.63,75.63,5.86,69,74
396,Rocha,-34.4833,-54.3333,74.37,74.37,5.01,5,48
397,Kruisfontein,-34.0033,24.7314,59.88,59.88,1.5,47,89
398,Vershino-Darasunskiy,52.35,115.5167,23.2,23.2,3.42,6,88
399,Eger,47.9026,20.3733,54.07,54.07,10.94,100,74
400,Shenjiamen,29.9576,122.298,64.54,64.54,13.85,100,54
401,Shaunavon,49.6501,-108.4181,46.18,46.18,15.23,38,42
402,Seoul,37.5683,126.9778,40.89,42.4,2.3,0,84
403,São Mateus,-18.7161,-39.8589,75.79,75.79,7.38,94,72
404,Flinders,-34.5833,150.8552,58.66,63.37,1.01,5,85
405,Saskylakh,71.9167,114.0833,-3.73,-3.73,2.66,99,100
407,Lashio,22.9333,97.75,64.29,64.29,0.76,100,99
408,Ahipara,-35.1667,173.1667,59.76,59.76,21.5,100,93
409,Batagay-Alyta,67.8006,130.4114,5.76,5.76,2.53,98,97
411,Fukuechō,32.6881,128.8419,63.16,63.16,24.54,52,65
413,Uíge,-7.6087,15.0613,69.39,69.39,0.45,91,93
414,Itoman,26.1247,127.6694,72.93,73.42,9.22,75,64
415,Kamyshevatskaya,46.4132,37.9563,56.84,56.84,15.75,13,86
416,Makakilo City,21.3469,-158.0858,73.06,77.29,3.44,75,82
418,Bulembu,-25.9667,31.1333,66.24,76.15,1.97,59,36
419,Piaçabuçu,-10.4056,-36.4344,83.52,83.52,13.06,71,66
420,Aksu,41.1231,80.2644,54.9,54.9,5.41,100,45
421,Eirunepé,-6.6603,-69.8736,93.65,93.65,3.38,94,42
422,Tuy Hoa,13.0833,109.3,77.02,77.02,5.86,77,91
423,Sun Prairie,43.1836,-89.2137,47.52,51.24,1.01,100,67
424,Byron Bay,-28.65,153.6167,65.84,71.55,8.95,42,95
425,Salalah,17.0151,54.0924,76.91,76.91,1.7,83,71
426,Merauke,-8.4667,140.3333,77.31,77.31,10.49,98,84
428,Digby,44.6169,-65.7655,66.24,70.75,19.53,83,83
429,Sittwe,20.15,92.9,78.22,78.22,5.73,93,79
430,Sørland,67.667,12.6934,40.86,40.86,13.82,100,50
431,Valdivia,-39.8142,-73.2459,57.29,57.29,3.76,73,50
432,Mil'kovo,54.7167,158.6167,25.48,25.48,5.79,100,82
433,Buala,-8.145,159.5921,79.61,79.61,6.35,98,81
434,Valparaíso,-33.0393,-71.6273,65.53,70.03,5.75,20,60
435,Santa Rosa,14.3122,121.1114,80.91,81.86,6.53,71,79
436,Coxim,-18.5067,-54.76,96.6,96.6,4.45,33,28
437,Ligayan,4.6533,119.4706,82.83,82.83,8.03,100,73
438,Sal Rei,16.1833,-22.9167,88,88,18.41,0,48
439,Atar,20.5169,-13.0499,89.37,89.37,13.91,14,13
440,Ketchikan,55.3422,-131.6461,52.27,52.27,25.32,90,82
441,Shimanovsk,52,127.7,34.81,34.81,7.02,27,81
442,Orocué,4.7912,-71.3354,89.44,89.44,9.15,90,53
